instrument_id,gross_return_contribution,absolute_gross_contribution,position_day_count,max_abs_stock_daily_return
EW,0.0004618591658294149,0.005339230152270291,9,0.023560158331802583
MPC,0.0005565151227940879,0.005335212064470851,9,0.023518291255972934
ITW,-0.0004587685557974396,0.005251300488695587,9,0.022429125119641125
ADI,-0.0008044418830568392,0.005212803267921085,9,0.026436677431408873
RTX,-0.0022994230207854516,0.005204234182705036,9,0.04907174690863614
UBER,-0.001549502450469226,0.0050738965260700595,9,0.038520948376744246
BKR,-0.00219435490580166,0.005050184053181711,9,0.03418412482594302
WFC,-0.002859367398665375,0.005018124234228444,9,0.029649020558235373
MO,0.0002652216634729641,0.005017062014200918,9,0.023965831470462717
LHX,-0.0007683496218966025,0.00499357524205738,18,0.017761137174007846
SPG,-0.0028136897972347308,0.004850895094856922,9,0.032869015644813704
ECL,-0.0015440956481557746,0.0048284977891903565,9,0.02608012028255069
ETR,0.002098313974992,0.004651369165035186,9,0.03741404600871345
ZTS,-7.408188057168603e-05,0.004631868885066759,9,0.015611340138882879
CMI,-0.000501471198702691,0.0045894485266978315,9,0.0354801432855083
AEP,0.001514918503012125,0.00458797774046284,9,0.022736222430541075
TGT,0.0027610235540910634,0.004462172399858283,9,0.036882675242103646
PRU,-0.0007692723631966159,0.00444173755338455,9,0.028757783062829945
TDG,0.0006015577243240034,0.004407611285674668,9,0.017590056761427775
MDT,-0.0012601073865735391,0.004277607073518608,9,0.020905602767059772
WMB,0.0011874254013806542,0.004145916288902346,9,0.016200296452371865
OTIS,0.00037007509400168175,0.00405104312903935,9,0.019417462144979747
FAST,-0.0021031621082101826,0.003982063224194327,9,0.018541417989768605
MET,-0.0002521295526404288,0.0039363570661877624,9,0.02740070771170977
MNST,0.0014371267455895954,0.003912713872842539,9,0.015602863147656132
DHR,0.00023114549150444753,0.0038192475019749763,9,0.01669761140685755
PEG,0.0002824087385388419,0.0037597245286653982,9,0.02332642227850379
PH,-0.0023602628207847033,0.0036638616504512445,9,0.024115386765196645
HLT,-0.0006406840041904505,0.0036632718896710053,9,0.018163156922734736
BLK,0.0012171258934777609,0.0036346274125836743,9,0.021678084430823308
ATO,8.924185996105906e-05,0.0035996435772087613,9,0.016105403914297933
TT,-0.0005117414061528769,0.0035680295138457944,9,0.017740386688193555
WM,0.000525357577511648,0.003530683351677816,9,0.036571705857885606
ROK,0.0012268923375301389,0.0035243543255696454,9,0.022421145194659986
CSX,-0.000513286821235165,0.0034396190350350743,9,0.024961053401967748
PAYX,0.0013003532805064722,0.003406275285307803,9,0.01345860481125416
ICE,0.0009111912687326251,0.0033436557188791572,9,0.02085596054966432
AZO,0.001954448422655497,0.003290525853487381,9,0.014805155000936154
CTVA,-0.00036472164491082584,0.0028873495101719437,9,0.02066264043645294
VTR,0.0008637852835663429,0.002202215070175684,9,0.008121803126813099
